id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17572875,Single room for professional women.,117851995,Mohammed,,O'Connor-Parkview,43.7131,-79.30525,Private room,29,28,1,2017-05-31,0.02,4,0,0,
17573295,Single room for professional women.,117851995,Mohammed,,O'Connor-Parkview,43.7136,-79.30713,Private room,29,28,4,2017-06-07,0.07,4,0,0,
17574083,"Private Room + Ensuite, walk in closet @ York Uni",30753730,Jeishan,,York University Heights,43.76807,-79.5018,Private room,31,28,27,2021-05-31,0.51,13,220,2,
17585040,"Ranked Top Ten Toronto Airbnb Home. Family, Luxury, Beach",119455190,Michelle & Jeff,,The Beaches,43.66811,-79.30731,Entire home/apt,450,2,22,2018-07-13,0.41,1,2,0,STR-2010-GCFXPD
17592271,Cozy 1 bedroom unit in Leslieville,119532865,Sara,,South Riverdale,43.6601,-79.33761,Entire home/apt,85,28,4,2017-09-18,0.07,2,0,0,
17601135,Trinity–Bellwoods Private 1 bedroom Suite,62398808,Kaya,,Trinity-Bellwoods,43.65375,-79.40908,Entire home/apt,115,29,65,2019-08-18,1.19,2,138,1,
17604688,Stylish 3 bedroom in an upscale gated community,32443948,Julie,,Dorset Park,43.76396,-79.29024,Entire home/apt,39,30,0,,,1,0,0,
17605642,Danforth Greek town B&B,119655854,Chantelle,,Danforth,43.6872,-79.3169,Private room,40,28,9,2017-03-13,0.16,1,0,0,
17606450,Luxurious large 1 bdrm in trendy Queen West,16300218,Yas,,Waterfront Communities-The Island,43.64807,-79.39274,Entire home/apt,141,30,37,2020-02-17,1.24,1,0,1,
17607264,Spacious private basement near Airport and Subway!,62126268,Min,,Princess-Rosethorn,43.66518,-79.54905,Private room,69,28,22,2017-06-23,0.38,1,0,0,
17608082,Comfortable Double Wooden Sleigh bed. Quiet area.,119682302,Freeda,,Willowridge-Martingrove-Richview,43.67724,-79.57448,Private room,54,8,132,2019-12-15,3.04,2,165,9,STR-2011-GYFXVH
17620050,Clean & Bright Private Room with Free Parking,119792489,Anita,,Clairlea-Birchmount,43.70586,-79.27577,Private room,32,1,115,2021-10-11,2.69,1,298,25,str-2012-flkvhb
17634748,Sunny Little Portugal Bachelor,91997078,Alyson,,Trinity-Bellwoods,43.6491,-79.42435,Entire home/apt,100,28,0,,,1,0,0,
17635720,MapleLeaf Gem,70954351,Susana,,Maple Leaf,43.71985,-79.48208,Entire home/apt,81,2,132,2021-11-14,2.42,1,98,19,STR-2010-GJDRPF
17637352,Elegant Townhouse in the Heart of the City,119957674,Eva,,Church-Yonge Corridor,43.662,-79.38042,Entire home/apt,238,28,55,2020-04-26,1.10,1,0,0,
17637919,"Cozy, lofty three-bedroom apartment",7958184,Chris,,Trinity-Bellwoods,43.65321,-79.42611,Entire home/apt,60,28,1,2017-04-05,0.02,1,0,0,
17638397,Adorable Loft on King St. West,20293171,Liv,,Niagara,43.64203,-79.41543,Entire home/apt,214,28,13,2019-07-27,0.25,1,0,0,
17639373,"The Heart of King West Condo, Downtown Toronto",119979343,Mark,,Niagara,43.64227,-79.41521,Private room,60,1,223,2021-11-07,4.33,1,326,18,STR-2011-HVKRVL
17641969,Sunsets in Little Italy,25316991,Jessica,,Palmerston-Little Italy,43.65706,-79.41617,Entire home/apt,70,28,1,2018-02-23,0.02,1,0,0,
17643109,"Downtown, Convenient and Modern Apt - Private Room",47217805,Tiffany,,Blake-Jones,43.67936,-79.34161,Private room,30,28,114,2019-03-09,2.04,2,0,0,
17648273,Nice clean charming place with WiFi,120069179,Naresh,,Eringate-Centennial-West Deane,43.6645,-79.57684,Entire home/apt,110,7,34,2021-11-18,0.85,1,151,9,STR-2011-FJPDVB
17651364,Comfy Unit In Kensington Market,53955322,Sindy,,Kensington-Chinatown,43.6532,-79.40386,Entire home/apt,98,30,128,2020-01-02,2.27,4,158,0,
17652557,YOUR HOME AWAY FROM HOME YONGE AND EGLINTON,111606404,Suzana,,Mount Pleasant West,43.70777,-79.39462,Entire home/apt,150,28,5,2020-02-18,0.22,1,179,1,
17652665,New 1 bdrm uptown Toronto condo. Close to subway.,120108470,Nick,,Yorkdale-Glen Park,43.7156,-79.45509,Entire home/apt,80,28,16,2017-06-01,0.29,1,0,0,
17653899,Comfortable & peaceful Entire walkout apartment,111443841,Jeongok,,Hillcrest Village,43.80031,-79.3664,Private room,80,2,110,2021-10-17,2.62,1,89,18,STR-2010-GMKRVG
17665724,Luxury Mid Town Boutique Condo,120243639,David,,Banbury-Don Mills,43.73365,-79.34783,Entire home/apt,115,180,21,2018-09-29,0.93,2,364,0,
17668317,Sunny Room + Private Balcony in Kensington Market,45470955,Aaron,,Kensington-Chinatown,43.65471,-79.40279,Private room,70,60,16,2019-08-01,0.29,1,0,0,
17668748,Brand new bachelor apartment in Toronto!,69450805,Rahwa,,York University Heights,43.75045,-79.49044,Entire home/apt,66,28,108,2019-06-05,1.90,1,0,0,
17680070,-,93550955,Alma,,Guildwood,43.74651,-79.19907,Private room,56,28,22,2017-08-20,0.40,5,113,0,
17683429,"Cozy, spacious apartment in the core of downtown.",107153301,Cristina,,Church-Yonge Corridor,43.66715,-79.38493,Entire home/apt,130,28,3,2017-04-01,0.05,1,0,0,
17695806,Amazing view of Yonge and Finch,70424739,Wendy,,Willowdale East,43.77487,-79.41259,Private room,70,28,1,2018-03-16,0.02,1,0,0,
17696044,2 Bedroom  Bright Spacious Ground Floor Apartment,120559235,Vadym,,Glenfield-Jane Heights,43.73906,-79.4959,Entire home/apt,50,28,57,2019-11-01,1.25,1,0,0,
17699190,Loft Victorian Stunning Downtown Home LOFT#4,9669365,Pam,,Palmerston-Little Italy,43.65603,-79.41313,Entire home/apt,55,29,165,2020-03-15,3.45,3,216,2,
17702093,One9nine Midtown: Cozy house near Yonge & Eglinton,93341708,Lauren,,Mount Pleasant West,43.70042,-79.39096,Entire home/apt,260,1,101,2021-09-20,1.79,1,152,18,STR-2103-GBJRVD
17716034,⭐Stunning Sky Loft ❤w. Private Rooftop Terrace⭐,57879991,Eric,,South Riverdale,43.66665,-79.33713,Entire home/apt,150,28,175,2021-04-06,3.13,4,89,3,
17727178,小苹果温馨港湾（北约克）（King Size 床，舒适双人间）,83611462,Andy,,Newtonbrook West,43.79358,-79.43638,Private room,55,28,4,2018-08-06,0.07,5,0,0,
17736755,"Private bedroom, comfy bed, walk to subway.",98614043,Henrique,,North St.James Town,43.67078,-79.37436,Private room,50,30,41,2019-06-02,0.78,2,5,0,
17744243,Cozy zen 1 br condo! Very clean home.,121045723,Devin,,Islington-City Centre West,43.62208,-79.52012,Entire home/apt,65,28,10,2018-08-06,0.17,1,337,1,
17748617,Lovely 1BR in Toronto's Coolest Hood -close to TTC,121089776,Desi,,Little Portugal,43.64411,-79.42699,Entire home/apt,95,28,148,2021-02-21,3.42,2,56,6,
17749446,Bright room in a beautiful old house with a garden,36086355,Natalie,,Junction Area,43.66732,-79.47746,Private room,30,30,1,2017-03-16,0.02,1,0,0,
17762866,Charming place in Old  Town Toronto,121229837,Elena,,Moss Park,43.65102,-79.36991,Entire home/apt,122,28,22,2020-02-18,0.81,1,333,2,
17775946,2 Bedr/1 Bath business ready APT w/parking,119993397,Nada,,Stonegate-Queensway,43.64158,-79.50242,Entire home/apt,125,28,59,2019-02-16,1.03,1,35,1,
17776994,"Chic, High-Rise Apartment with CN Tower Views",70585115,Virginia And Sheryl,,Waterfront Communities-The Island,43.64467,-79.39038,Entire home/apt,151,28,161,2020-06-08,3.59,1,91,0,STR-2010-FLVDVC
17780185,Backpackers Gem in West Toronto,116137336,Carmen,,Mount Dennis,43.68936,-79.49121,Entire home/apt,37,1,117,2021-07-04,2.23,1,251,19,STR-2101-HQWPHK
17791940,Amazing View Condo in Toronto’s historic heart,1684087,Pouneh,,Moss Park,43.6522,-79.3708,Entire home/apt,145,30,42,2021-07-29,0.81,17,325,3,
17792975,5-STAR Boutique Spa-like Room+Pvt Bath+Pvt Porch!,3709828,Kenny,,Trinity-Bellwoods,43.6543,-79.41808,Private room,95,1,196,2021-11-14,3.92,1,222,68,STR-2101-GPCRVG
17794168,Guest room for the introverted traveller,20694746,Amesley,,Weston-Pellam Park,43.6697,-79.45389,Private room,50,28,29,2017-07-17,0.51,1,0,0,
17794236,3 Bedroom 2 Bath Waterfront Condo with Parking,120006793,Bonnie,,Waterfront Communities-The Island,43.64291,-79.38303,Entire home/apt,380,1,233,2021-11-18,4.14,1,134,13,STR-2108-GDTHHF
17795752,Private room and washroom/College & Bay Street,71949554,Yunfei,,Bay Street Corridor,43.66083,-79.38609,Private room,50,28,4,2017-07-23,0.07,1,0,0,
17807225,"Cozy bedroom, queen bed, walk to the subway |11",98614043,Henrique,,North St.James Town,43.66959,-79.37435,Private room,50,28,33,2019-08-10,0.61,2,158,0,
17810700,Clean & Modern One Bedroom in East York,28515,Alexis,,Danforth East York,43.68684,-79.34248,Entire home/apt,84,28,95,2019-06-25,1.83,2,219,2,
17812903,"Room in a large, comfortable and quiet apartment",14191394,Mchendel,,Newtonbrook West,43.77793,-79.42755,Private room,40,28,32,2020-01-10,0.58,1,53,0,
17827344,Bright cozy apartment Downtown Toronto,37904410,Martyna,,Annex,43.66992,-79.41242,Entire home/apt,100,28,18,2017-09-10,0.32,1,0,0,
17830497,"West Toronto By The Lake, Close to HWY's, YYZ, GO",6540835,James,,Mimico (includes Humber Bay Shores),43.62346,-79.48813,Entire home/apt,138,3,120,2021-11-15,2.25,12,60,30,STR-2010-GFQKPF
17844228,Modern luxury private room,122062284,Ryan,,Waterfront Communities-The Island,43.64278,-79.38235,Private room,82,28,10,2017-07-30,0.18,4,0,0,
17844492,Quiet room overlooking a garden,50328841,Lina,,Lawrence Park North,43.73074,-79.40987,Private room,42,28,26,2020-04-30,0.55,3,297,3,
17845812,Only short term and only females preferred.,122083319,Derya,,Hillcrest Village,43.80435,-79.35581,Entire home/apt,80,180,0,,,1,0,0,
17846364,Nice Bright and spacious room in a House.,122085458,Sabina,,West Hill,43.76643,-79.19016,Private room,56,7,10,2021-02-22,0.22,12,358,5,STR-2009-HZPDPM
17846519,Baldwin Village Studio Apartment,122091081,Z,,Kensington-Chinatown,43.65776,-79.39701,Entire home/apt,70,28,11,2017-07-20,0.20,1,0,0,
17847665,Luxury Living on the Lake! 3bed Memorable Suite!!!,81151274,Frank And Kat,,Waterfront Communities-The Island,43.64268,-79.383,Entire home/apt,229,28,281,2020-01-31,5.41,6,360,9,
17855818,Vintage Style Apartment with Free Parking in the Annex,39924485,Nick,,Annex,43.6685,-79.41236,Entire home/apt,130,2,516,2021-10-22,10.37,1,187,57,STR-2009-GBVDPD
17857409,Stunning Unit Heart of Yorkville,85109485,Pavel,,Annex,43.6702,-79.3922,Entire home/apt,140,28,28,2019-03-29,0.59,14,351,3,
17857903,"Bright 1 Bedroom Unit + Parking, Yonge & Sheppard",85109485,Pavel,,Willowdale East,43.76181,-79.41031,Entire home/apt,140,28,16,2019-04-19,0.28,14,340,1,
17859904,Room for rent - Downtown Toronto,122228686,Bianca,,Bay Street Corridor,43.65533,-79.38584,Private room,975,90,0,,,1,363,0,
17889165,Victorian charmer close to downtown!,12193064,Freddie,,South Riverdale,43.6643,-79.34588,Entire home/apt,100,3,9,2019-08-20,0.17,1,67,0,STR-2011-JDWKVM
17891975,Family friendly house Toronto,29456355,Estelle,,Lawrence Park North,43.73035,-79.39479,Entire home/apt,200,28,7,2017-07-21,0.15,1,358,0,
17892451,MCS Executive Suite - VIEWS FROM THE TOP,50396723,Frankie,,Waterfront Communities-The Island,43.64068,-79.38321,Entire home/apt,189,1,111,2021-10-08,39.64,16,131,37,STR-2101-FSWRVC
17893194,"Bright, comfy room with private bathroom",91175494,Alison,,Roncesvalles,43.64213,-79.43911,Private room,45,28,7,2018-05-28,0.12,3,0,0,
17893264,Bright and spacious apt in Roncesvalles Village,122573857,Richard,,Roncesvalles,43.65218,-79.45015,Entire home/apt,85,28,42,2017-08-07,0.79,1,66,0,
17904634,Bright bedroom in house,9304768,Eris,,Palmerston-Little Italy,43.65794,-79.41853,Private room,40,28,0,,,1,0,0,
17905708,New! Clean Cute Private Unit Royal York/Queensway!,30835389,Alex,,Stonegate-Queensway,43.62629,-79.50275,Entire home/apt,70,28,208,2020-01-24,4.26,1,0,0,
17916057,Friendly and comfort,122818931,Pipiwa,,Steeles,43.81493,-79.31137,Private room,60,1,242,2020-02-23,4.39,1,0,0,STR-2012-FTKVHC
17916218,"Private Condo Free Indoor Prkg, 20 Mins to Dtwn TO",122820531,Sherry,,O'Connor-Parkview,43.71069,-79.32206,Entire home/apt,120,365,17,2017-11-02,0.34,1,159,0,
17919847,Home Sweet Beach,41110389,Amy,,Woodbine Corridor,43.66779,-79.31327,Private room,34,28,21,2017-09-01,0.44,1,0,0,
17920805,1BR Apartment with private deck,337379,Ginna,,Oakwood Village,43.68801,-79.4388,Entire home/apt,95,28,72,2018-10-03,1.38,1,62,4,
17921274,Lovely First floor room in a charming Bungalow,122085458,Sabina,,West Hill,43.76734,-79.19018,Private room,56,7,6,2018-09-15,0.15,12,355,3,STR-2009-HZPDPM
17923059,Downtown Condo:  Davisville Village: FREE PARKING!,122883325,Conor,,Mount Pleasant West,43.69777,-79.39097,Entire home/apt,129,28,10,2017-07-11,0.18,1,0,0,
17924185,Downtown/Riverdale Neighbourhood Garden Apt,40013371,Julie,,North Riverdale,43.66956,-79.34927,Entire home/apt,110,28,41,2019-06-09,0.96,1,88,0,
17940579,Windows Galore in Modern Apartment near Waterfront,123069773,Harry,,Waterfront Communities-The Island,43.63895,-79.39239,Entire home/apt,750,30,10,2018-08-03,0.19,1,140,0,
17942852,Luxurious Subpenthouse 1300 SQFT with Lake Views,46957011,Tarit,,Waterfront Communities-The Island,43.6414,-79.39799,Entire home/apt,231,28,105,2020-02-16,2.07,1,221,0,
17958061,Taurus Ensuite - Coxwell Subway Station,123205575,Tung,,Danforth,43.68431,-79.32255,Private room,48,7,83,2019-09-15,1.47,3,72,1,STR-2108-FSZHHC
17958420,Townhouse On Harbourfront  Near Major Attractions,123245799,Ny,,Niagara,43.63577,-79.39963,Private room,101,28,3,2018-09-08,0.07,1,179,0,
17959396,Sagittarius - Coxwell Subway Station,123205575,Tung,,Danforth,43.68431,-79.32255,Private room,57,5,45,2019-10-13,0.87,3,90,1,STR-2108-FSZHHC
17960571,Capricorn - Coxwell Subway Station,123205575,Tung,,Danforth,43.68431,-79.32255,Private room,49,5,80,2021-11-23,1.76,3,84,3,STR-2108-FSZHHC
17971401,Your Home in the Entertainment District,3426046,Jerry,,Waterfront Communities-The Island,43.64768,-79.39463,Entire home/apt,129,29,256,2020-09-20,5.61,1,81,4,
17981487,Scenic Modern Condo,122406705,Alanna And Nick,,Parkwoods-Donalda,43.75224,-79.33182,Entire home/apt,82,28,7,2017-09-18,0.13,3,0,0,
17986457,Fantastic 1 Bedroom With Parking!,123410931,Michael,,Church-Yonge Corridor,43.67075,-79.38334,Entire home/apt,115,28,11,2017-06-18,0.26,1,0,0,
17991171,Cool Little Space,183071,Kyle,,Oakridge,43.69493,-79.28692,Entire home/apt,60,28,55,2019-10-19,1.31,2,334,6,
17992558,Cozy basement apartment,123627491,Daryush,,Bayview Village,43.77533,-79.38986,Entire home/apt,89,28,9,2017-08-04,0.16,1,0,0,
17993286,Illumination,113701340,Clarita ( Claire),,Clanton Park,43.73541,-79.44045,Private room,33,28,26,2021-11-01,0.83,5,105,6,
17995423,Paris,113701340,Clarita ( Claire),,Clanton Park,43.73614,-79.4407,Private room,30,28,17,2020-03-08,0.31,5,98,5,
18007042,Spacious 3BR/2B in Superb location Toronto Centre,63880664,Sugito,,Church-Yonge Corridor,43.66951,-79.38477,Entire home/apt,152,28,116,2020-03-12,2.21,9,62,0,STR-2009-FPSKPC
18019950,Perfect room,123910092,Ewha,,Newtonbrook East,43.7823,-79.41341,Private room,38,28,2,2017-06-14,0.04,1,0,0,
18023721,Chic pied-à-terre in High Park!,846505,Julie,,High Park North,43.65448,-79.47284,Entire home/apt,120,5,14,2021-09-22,0.25,43,63,13,STR-2101-HLDXVK
18024165,Beautiful Home in the Heart of the Beaches,50778946,Dee,,The Beaches,43.67238,-79.30336,Entire home/apt,200,28,31,2019-09-28,0.74,2,340,1,
18024250,"great location, bedroom in Korean Town near UofT",109263412,Youquan,,Annex,43.66509,-79.41268,Private room,66,1,374,2021-09-24,6.59,3,27,58,STR-2011-FTCKVC
18025071,Cozy basement room with a queen-size bed,123968743,Kevin,,Agincourt South-Malvern West,43.78828,-79.28966,Private room,45,28,37,2018-03-20,0.67,2,0,0,
18026727,3 bedrooms 2 Bathrooms Downtown + Parking,31261277,Chui Yi,,Rosedale-Moore Park,43.68885,-79.38721,Entire home/apt,230,90,13,2017-09-18,0.24,1,365,0,
18034395,Unique Home in Queen West w Sunroom and Backyard!,31422369,Galyna,,Trinity-Bellwoods,43.6483,-79.40584,Entire home/apt,280,6,17,2021-11-20,0.42,1,49,3,STR-2109-FTCVHC
18034823,Charming Studio Downtown Toronto,50827572,Bel,,Church-Yonge Corridor,43.66874,-79.38014,Entire home/apt,60,4,200,2020-02-29,3.68,1,25,5,STR-2009-FJJKPB
18036800,The Academy,124074295,Aidan,,Weston-Pellam Park,43.66847,-79.45826,Entire home/apt,120,28,5,2018-08-05,0.12,1,179,0,
18038670,Charming Bachelor Suite With Incredible View ☆☆☆☆☆,11206244,Superhost,,Niagara,43.64294,-79.41311,Entire home/apt,199,30,5,2017-08-18,0.10,23,365,0,
18039432,❤️ King Bachelor Entertainment Downtown Toronto❤️,32044025,Toronto,,Waterfront Communities-The Island,43.64577,-79.39321,Entire home/apt,99,30,15,2019-08-04,0.29,22,324,3,
18039503,Chic Luxury 1 Bedroom Condo In Yorkville,65031558,Al,,Annex,43.67153,-79.38828,Entire home/apt,105,28,1,2019-08-17,0.04,2,165,0,
18042860,Modern Private Room with Amazing Lake View/with AC,5949199,Fehmi,,New Toronto,43.60229,-79.50848,Private room,75,29,27,2019-01-05,0.48,1,60,0,
18044279,Spacious Room in the best  location,20611521,Mustafa,,Church-Yonge Corridor,43.65737,-79.37757,Private room,75,28,24,2019-04-27,0.42,1,352,0,
18049018,Upbeat 2 Bedroom in Dundas West,124088320,Jose,,Little Portugal,43.64953,-79.43182,Entire home/apt,158,28,161,2019-10-12,3.03,1,339,1,
18052905,Art theme condo across CN Tower & Convention Cntr,49904395,Dev,,Waterfront Communities-The Island,43.64236,-79.39172,Entire home/apt,120,30,143,2021-10-09,3.50,1,72,4,
18060903,"Private, cosy, spacious, bright and quiet room",124323378,Suad,,Thorncliffe Park,43.69993,-79.34403,Private room,28,28,1,2017-05-31,0.02,1,0,0,
18065310,Apt 3B at The Parkdale Hostellerie,377040,Leanne,,South Parkdale,43.64132,-79.43134,Hotel room,73,1,55,2018-09-04,2.28,20,324,3,Approved by government
18067475,Nice and Clean Apt - 2mins walk from subway,47217805,Tiffany,,Danforth,43.68014,-79.34109,Private room,37,28,56,2019-09-25,1.30,2,0,0,
18071621,Apt 3-A1 @ The Parkdale Hostellerie (Female Dorm),377040,Leanne,,South Parkdale,43.64132,-79.43134,Hotel room,33,1,55,2019-05-26,0.97,20,349,3,Approved by government
18071754,Apt 3A-2 @ The Parkdale Hostellerie (Female Dorm),377040,Leanne,,South Parkdale,43.64132,-79.43134,Hotel room,33,1,54,2019-10-06,1.01,20,357,1,Approved by government
18071919,Apt 3A-3 @ The Parkdale Hostellerie (Female Dorm),377040,Leanne,,South Parkdale,43.64132,-79.43134,Hotel room,33,1,35,2018-09-05,0.62,20,363,0,Approved by government
18072185,Apt 3A-4 @ The Parkdale Hostellerie (Female Dorm),377040,Leanne,,South Parkdale,43.64132,-79.43134,Hotel room,33,1,40,2019-08-17,0.73,20,340,1,Approved by government
18076912,Fabulous 3 bedroom home in Toronto Chinatown,124466393,Wendy,,University,43.6581,-79.39915,Entire home/apt,138,28,81,2020-01-01,1.53,1,364,0,
18094897,Kate's Studio,6355605,Kate,,Kensington-Chinatown,43.65587,-79.40285,Entire home/apt,136,28,48,2019-07-30,1.64,2,179,0,
18097383,"Large room in a fun, shared house in the Annex",15895318,Karim,,Annex,43.66923,-79.40453,Private room,103,28,15,2017-07-04,0.28,1,0,0,
18107161,"Spacious, Eclectic West-end Gem on the subway line",451646,Christine,,Dufferin Grove,43.65692,-79.44209,Entire home/apt,95,28,27,2019-08-03,0.49,1,0,0,
18112349,quiet cosy home,68737822,Roxanne,,Broadview North,43.69047,-79.35749,Private room,49,28,1,2017-08-11,0.02,1,0,0,
18122476,Free parking - Sunny 2 bedroom apartment in house.,7109170,Hannah,,The Beaches,43.67349,-79.30316,Entire home/apt,188,5,18,2021-11-20,0.34,1,22,8,STR-2011-FRDRVC
18124965,Toronto Townhouse Living,1931557,John,,Bridle Path-Sunnybrook-York Mills,43.72181,-79.3792,Entire home/apt,404,60,2,2018-07-07,0.04,1,0,0,
18124973,Cozy room with separate entrance,81499472,Bruno,,West Hill,43.76677,-79.19846,Private room,30,28,0,,,1,0,0,
18139488,Bright and comfortable 2 bdrm condo in North York,125051764,Visnja,,Clanton Park,43.75207,-79.45044,Entire home/apt,210,28,4,2017-07-07,0.07,1,87,0,
18153345,HighFloor Posh 1 Bed + Den Condo Yonge/Eglinton-39,110986914,Executive Furnished,,Yonge-Eglinton,43.70709,-79.39892,Entire home/apt,119,28,13,2018-02-07,0.26,7,82,1,
18154899,Private suite.  Downtown TO  East end  Danforth,125192557,Andrew,,Danforth East York,43.68851,-79.32672,Entire home/apt,106,1,691,2021-11-14,12.61,1,139,188,STR-2010-GZDRPH
18155832,High floor Entire Unit + Parking,125201031,Ken,,Bay Street Corridor,43.66335,-79.38705,Entire home/apt,150,4,31,2019-12-27,10.81,1,24,11,STR-2107-FHVPHB
18157944,Cozy Private Bedroom,122406705,Alanna And Nick,,Parkwoods-Donalda,43.75346,-79.33342,Private room,40,28,6,2017-08-28,0.11,3,0,0,
18161463,Lively 1+1 Lakeview Condo near CN Tower + Free Prk,124912029,Mehr,,Waterfront Communities-The Island,43.63915,-79.38253,Entire home/apt,196,3,162,2021-10-29,3.14,1,0,27,STR-2010-FFFXVB
18162134,Top Floor Luxury 1 br at Dundas Square w Parking,122954594,Iulii & Mila,,Church-Yonge Corridor,43.6545,-79.37989,Entire home/apt,125,28,101,2019-08-17,2.25,1,118,2,
18171928,"Refined, Family-Friendly Home near Bloor West Village",50006865,Michelle,,High Park North,43.66072,-79.46014,Entire home/apt,244,4,38,2020-10-09,0.71,1,94,9,STR-2012-HSVHHL
18173998,"Annex, 1 bdrm apartment, a minute from subway",125370198,Sandra,,Annex,43.66677,-79.40984,Entire home/apt,118,28,142,2020-03-09,2.62,1,0,0,
18182208,DESIGNER 3 BEDROOM LUXURY DOWNTOWN WATERFRONT,15912223,Shane,,Waterfront Communities-The Island,43.6401,-79.39751,Entire home/apt,1165,1,56,2019-08-05,2.14,22,365,3,STR-2102-hmqrvk
18189160,Breath taking lake views,125516599,Seyar,,High Park-Swansea,43.63726,-79.47174,Private room,75,28,0,,,1,364,0,
18191664,"Lovely, bright bedroom with Qbed and free parking",125373406,Ritu,,Westminster-Branson,43.77872,-79.45246,Private room,60,28,4,2017-06-25,0.07,2,179,0,
18194970,Great Bachelor Apt in the Heart of West Queen West,121089776,Desi,,Little Portugal,43.64477,-79.4274,Entire home/apt,83,28,161,2020-02-10,3.52,2,77,6,
18195047,Bright and Spacious 1BD/1BA Apt in Little Italy DT,47176541,Casa,,Trinity-Bellwoods,43.65612,-79.40862,Entire home/apt,119,28,207,2021-06-02,3.83,3,22,10,
18199503,Spacious private apartment in Toronto's West End,43719832,Victoria,,Alderwood,43.6074,-79.53628,Entire home/apt,85,1,111,2020-11-08,2.12,1,64,0,STR-2012-GWVDVH
18199620,"Cozy and modern condo @ STC, 40 min to DT by metro",27909811,Frank,,Bendale,43.77184,-79.25469,Entire home/apt,89,28,9,2017-04-30,0.16,1,0,0,
18205333,Beautiful downtown Yonge-Wellesley 1 br Apartment,19527230,Punk,,Church-Yonge Corridor,43.66464,-79.38349,Entire home/apt,125,28,0,,,1,0,0,
18221674,"Lovely home, in fantastic neighbourhood!",89508,Claire,,Niagara,43.64428,-79.40906,Entire home/apt,89,28,30,2018-03-09,0.55,1,0,0,
18227287,Downsview/Midtown Toronto Luxury bed room,52132032,Royston,,Glenfield-Jane Heights,43.73744,-79.49977,Private room,45,28,0,,,2,0,0,
18228249,Harbord Village invites you,125904788,Sayyeda,,University,43.6615,-79.40566,Private room,49,28,3,2017-05-01,0.05,1,0,0,
18229448,Skytree Studio with CN Tower view Toronto,72029669,Vivian & Wei,,Waterfront Communities-The Island,43.64255,-79.38514,Entire home/apt,99,28,122,2020-01-09,2.52,3,0,4,
18240819,多大sc分校独立屋出租单间,107793611,爱妃,,Highland Creek,43.78732,-79.18401,Private room,45,28,0,,,1,0,0,
18243556,MODERN EXECUTIVE TOWN HOUSE BY CN TOWER sleeps 12+,15912223,Shane,,Waterfront Communities-The Island,43.64086,-79.39497,Entire home/apt,299,28,85,2020-01-15,1.69,22,90,0,STR-2101-GPHKVG
18252298,Urban Cottage,126138190,Jason,,Regent Park,43.6592,-79.3608,Entire home/apt,99,28,62,2019-05-20,1.17,1,0,0,
18252663,Unwind on the Balcony of a Little Italy Townhouse,16590728,Courtney,,Palmerston-Little Italy,43.65554,-79.42198,Entire home/apt,399,3,40,2020-03-04,0.73,4,123,4,STR-2010-FMXRPC
18254263,*City View Studio 3 mins to University and Subway*,126159875,Johnny,,Bay Street Corridor,43.66301,-79.38518,Private room,99,1,188,2020-06-08,6.08,1,0,10,STR-2012-FRTBHC
18263790,Little Italy Luxury Plus Classic Character 1 Bdrm,14761152,B,,Palmerston-Little Italy,43.66019,-79.41682,Entire home/apt,100,28,35,2020-03-15,0.63,11,365,2,
18268372,"Exquisite 1BR close to Downtown, Steps to Subway!",126282603,Tony,,Mount Pleasant West,43.70556,-79.39431,Entire home/apt,81,28,4,2017-07-01,0.07,1,0,0,
18272474,CN Tower View overlooks city/HEART of DWNT,126310550,Einat,,Waterfront Communities-The Island,43.64147,-79.38183,Entire home/apt,151,1,204,2019-11-17,3.66,1,0,3,STR-2012-GMWKVG
18275737,Spacious King Street West loft with FREE parking.,124793621,John Paul,,Niagara,43.64193,-79.41541,Entire home/apt,177,28,13,2017-11-12,0.23,1,0,0,
18285927,Home away from home!,53968698,Nitin,,Cliffcrest,43.7229,-79.23503,Private room,74,28,12,2018-08-05,0.26,2,0,0,Exempt
18286834,A 1 bedroom + den in 47th floor.,104406385,Jenny,,Bay Street Corridor,43.66109,-79.38585,Entire home/apt,53,28,0,,,1,0,0,
18289730,New Modern  Executive style Full one bedroom Apt.,60677334,Brianna,,Dovercourt-Wallace Emerson-Junction,43.66906,-79.42798,Entire home/apt,106,28,93,2021-11-01,2.11,2,87,1,
18293577,"Relax, Work & Play in a Clean Contemporary Condo in King W",4233214,Dana,,Waterfront Communities-The Island,43.64721,-79.39853,Entire home/apt,198,28,33,2018-07-23,0.92,1,250,1,
18304911,Cozy Bachelor in the Heart of Dundas West,2520546,Nicole,,Little Portugal,43.65023,-79.42999,Entire home/apt,70,28,9,2018-05-12,0.16,1,0,0,
18308187,Unique 2 Bedrooms 2 Full Bath Modern Condo,15321613,Sean,,Niagara,43.63855,-79.41506,Entire home/apt,199,1,350,2019-12-12,7.44,1,0,0,STR-2012-HGKVHJ
18310561,New Private 1 Bedrm Suite w/kitchen,76373347,Yuling,,Birchcliffe-Cliffside,43.70475,-79.25514,Entire home/apt,39,90,14,2017-09-01,0.25,7,349,1,
